State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Value_dollars
MISSOURI,29,SOUTHWEST,70,NEWTON,145,CROP TOTALS,"15,276,000"
MISSOURI,29,SOUTHWEST,70,STONE,209,CROP TOTALS,"1,508,000"
MISSOURI,29,WEST,40,BATES,13,CROP TOTALS,"101,134,000"
MISSOURI,29,WEST,40,CASS,37,CROP TOTALS,"98,757,000"
MISSOURI,29,WEST,40,CEDAR,39,CROP TOTALS,"6,639,000"
MISSOURI,29,WEST,40,HENRY,83,CROP TOTALS,"59,164,000"
MISSOURI,29,WEST,40,JACKSON,95,CROP TOTALS,"30,428,000"
MISSOURI,29,WEST,40,JOHNSON,101,CROP TOTALS,"63,044,000"
MISSOURI,29,WEST,40,LAFAYETTE,107,CROP TOTALS,"131,558,000"
MISSOURI,29,WEST,40,ST CLAIR,185,CROP TOTALS,"28,782,000"
MISSOURI,29,WEST,40,VERNON,217,CROP TOTALS,"82,335,000"
MONTANA,30,CENTRAL,50,BROADWATER,7,CROP TOTALS,"22,510,000"
MONTANA,30,CENTRAL,50,CASCADE,13,CROP TOTALS,"51,162,000"
MONTANA,30,CENTRAL,50,FERGUS,27,CROP TOTALS,"35,964,000"
MONTANA,30,CENTRAL,50,GOLDEN VALLEY,37,CROP TOTALS,"5,195,000"
MONTANA,30,CENTRAL,50,JUDITH BASIN,45,CROP TOTALS,"25,050,000"
MONTANA,30,CENTRAL,50,LEWIS AND CLARK,49,CROP TOTALS,"13,425,000"
MONTANA,30,CENTRAL,50,MEAGHER,59,CROP TOTALS,"4,436,000"
MONTANA,30,CENTRAL,50,MUSSELSHELL,65,CROP TOTALS,"7,744,000"
MONTANA,30,CENTRAL,50,PETROLEUM,69,CROP TOTALS,"3,269,000"
MONTANA,30,CENTRAL,50,WHEATLAND,107,CROP TOTALS,"8,753,000"
MONTANA,30,NORTH CENTRAL,20,BLAINE,5,CROP TOTALS,"39,564,000"
MONTANA,30,NORTH CENTRAL,20,CHOUTEAU,15,CROP TOTALS,"143,610,000"
MONTANA,30,NORTH CENTRAL,20,GLACIER,35,CROP TOTALS,"58,386,000"
MONTANA,30,NORTH CENTRAL,20,HILL,41,CROP TOTALS,"107,131,000"
MONTANA,30,NORTH CENTRAL,20,LIBERTY,51,CROP TOTALS,"69,077,000"
MONTANA,30,NORTH CENTRAL,20,PHILLIPS,71,CROP TOTALS,"25,376,000"
MONTANA,30,NORTH CENTRAL,20,PONDERA,73,CROP TOTALS,"76,064,000"
MONTANA,30,NORTH CENTRAL,20,TETON,99,CROP TOTALS,"68,719,000"
MONTANA,30,NORTH CENTRAL,20,TOOLE,101,CROP TOTALS,"66,928,000"
MONTANA,30,NORTHEAST,30,DANIELS,19,CROP TOTALS,"32,626,000"
MONTANA,30,NORTHEAST,30,DAWSON,21,CROP TOTALS,"25,608,000"
MONTANA,30,NORTHEAST,30,GARFIELD,33,CROP TOTALS,"9,041,000"
MONTANA,30,NORTHEAST,30,MCCONE,55,CROP TOTALS,"30,002,000"
MONTANA,30,NORTHEAST,30,RICHLAND,83,CROP TOTALS,"55,377,000"
MONTANA,30,NORTHEAST,30,ROOSEVELT,85,CROP TOTALS,"44,529,000"
MONTANA,30,NORTHEAST,30,SHERIDAN,91,CROP TOTALS,"58,429,000"
MONTANA,30,NORTHEAST,30,VALLEY,105,CROP TOTALS,"53,295,000"
MONTANA,30,NORTHWEST,10,DEER LODGE,23,CROP TOTALS,"731,000"
MONTANA,30,NORTHWEST,10,FLATHEAD,29,CROP TOTALS,"27,479,000"
MONTANA,30,NORTHWEST,10,GRANITE,39,CROP TOTALS,"2,946,000"
MONTANA,30,NORTHWEST,10,LAKE,47,CROP TOTALS,"22,042,000"
MONTANA,30,NORTHWEST,10,LINCOLN,53,CROP TOTALS,"1,011,000"
MONTANA,30,NORTHWEST,10,MINERAL,61,CROP TOTALS,"228,000"
MONTANA,30,NORTHWEST,10,MISSOULA,63,CROP TOTALS,"5,641,000"
MONTANA,30,NORTHWEST,10,POWELL,77,CROP TOTALS,"6,533,000"
MONTANA,30,NORTHWEST,10,RAVALLI,81,CROP TOTALS,"12,710,000"
MONTANA,30,NORTHWEST,10,SANDERS,89,CROP TOTALS,"5,170,000"
MONTANA,30,SOUTH CENTRAL,80,BIG HORN,3,CROP TOTALS,"33,001,000"
MONTANA,30,SOUTH CENTRAL,80,CARBON,9,CROP TOTALS,"33,059,000"
MONTANA,30,SOUTH CENTRAL,80,PARK,67,CROP TOTALS,"9,403,000"
MONTANA,30,SOUTH CENTRAL,80,STILLWATER,95,CROP TOTALS,"15,631,000"
MONTANA,30,SOUTH CENTRAL,80,SWEET GRASS,97,CROP TOTALS,"3,133,000"
MONTANA,30,SOUTH CENTRAL,80,TREASURE,103,CROP TOTALS,"27,072,000"
MONTANA,30,SOUTH CENTRAL,80,YELLOWSTONE,111,CROP TOTALS,"43,078,000"
MONTANA,30,SOUTHEAST,90,CARTER,11,CROP TOTALS,"5,998,000"
MONTANA,30,SOUTHEAST,90,CUSTER,17,CROP TOTALS,"11,627,000"
MONTANA,30,SOUTHEAST,90,FALLON,25,CROP TOTALS,"6,812,000"
MONTANA,30,SOUTHEAST,90,POWDER RIVER,75,CROP TOTALS,"3,063,000"
MONTANA,30,SOUTHEAST,90,PRAIRIE,79,CROP TOTALS,"10,801,000"
MONTANA,30,SOUTHEAST,90,ROSEBUD,87,CROP TOTALS,"17,023,000"
MONTANA,30,SOUTHEAST,90,WIBAUX,109,CROP TOTALS,"5,576,000"
MONTANA,30,SOUTHWEST,70,BEAVERHEAD,1,CROP TOTALS,"37,220,000"
MONTANA,30,SOUTHWEST,70,GALLATIN,31,CROP TOTALS,"69,017,000"
MONTANA,30,SOUTHWEST,70,JEFFERSON,43,CROP TOTALS,"4,062,000"
MONTANA,30,SOUTHWEST,70,MADISON,57,CROP TOTALS,"23,114,000"
MONTANA,30,SOUTHWEST,70,SILVER BOW,93,CROP TOTALS,"566,000"
NEBRASKA,31,CENTRAL,50,BUFFALO,19,CROP TOTALS,"173,451,000"
NEBRASKA,31,CENTRAL,50,CUSTER,41,CROP TOTALS,"183,505,000"
NEBRASKA,31,CENTRAL,50,DAWSON,47,CROP TOTALS,"171,745,000"
NEBRASKA,31,CENTRAL,50,GREELEY,77,CROP TOTALS,"66,026,000"
NEBRASKA,31,CENTRAL,50,HALL,79,CROP TOTALS,"174,424,000"
NEBRASKA,31,CENTRAL,50,HOWARD,93,CROP TOTALS,"82,699,000"
NEBRASKA,31,CENTRAL,50,SHERMAN,163,CROP TOTALS,"80,928,000"
NEBRASKA,31,CENTRAL,50,VALLEY,175,CROP TOTALS,"77,667,000"
NEBRASKA,31,EAST,60,BUTLER,23,CROP TOTALS,"161,537,000"
NEBRASKA,31,EAST,60,CASS,25,CROP TOTALS,"151,846,000"
NEBRASKA,31,EAST,60,COLFAX,37,CROP TOTALS,"125,977,000"
NEBRASKA,31,EAST,60,DODGE,53,CROP TOTALS,"176,598,000"
NEBRASKA,31,EAST,60,DOUGLAS,55,CROP TOTALS,"52,029,000"
NEBRASKA,31,EAST,60,HAMILTON,81,CROP TOTALS,"191,101,000"
NEBRASKA,31,EAST,60,LANCASTER,109,CROP TOTALS,"155,323,000"
NEBRASKA,31,EAST,60,MERRICK,121,CROP TOTALS,"113,804,000"
NEBRASKA,31,EAST,60,NANCE,125,CROP TOTALS,"75,414,000"
NEBRASKA,31,EAST,60,PLATTE,141,CROP TOTALS,"191,598,000"
NEBRASKA,31,EAST,60,POLK,143,CROP TOTALS,"130,365,000"
NEBRASKA,31,EAST,60,SARPY,153,CROP TOTALS,"50,426,000"
NEBRASKA,31,EAST,60,SAUNDERS,155,CROP TOTALS,"225,489,000"
NEBRASKA,31,EAST,60,SEWARD,159,CROP TOTALS,"154,240,000"
NEBRASKA,31,EAST,60,WASHINGTON,177,CROP TOTALS,"108,055,000"
NEBRASKA,31,EAST,60,YORK,185,CROP TOTALS,"203,876,000"
NEBRASKA,31,NORTH,20,ARTHUR,5,CROP TOTALS,"2,389,000"
NEBRASKA,31,NORTH,20,BLAINE,9,CROP TOTALS,"2,130,000"
NEBRASKA,31,NORTH,20,BOYD,15,CROP TOTALS,"40,307,000"
NEBRASKA,31,NORTH,20,BROWN,17,CROP TOTALS,"22,611,000"
NEBRASKA,31,NORTH,20,CHERRY,31,CROP TOTALS,"33,754,000"
NEBRASKA,31,NORTH,20,GARFIELD,71,CROP TOTALS,"10,780,000"
NEBRASKA,31,NORTH,20,GRANT,75,CROP TOTALS, na
NEBRASKA,31,NORTH,20,HOLT,89,CROP TOTALS,"223,826,000"
NEBRASKA,31,NORTH,20,HOOKER,91,CROP TOTALS, na
NEBRASKA,31,NORTH,20,KEYA PAHA,103,CROP TOTALS,"18,199,000"
NEBRASKA,31,NORTH,20,LOGAN,113,CROP TOTALS,"10,178,000"
NEBRASKA,31,NORTH,20,LOUP,115,CROP TOTALS,"4,391,000"
NEBRASKA,31,NORTH,20,MCPHERSON,117,CROP TOTALS,"2,142,000"
NEBRASKA,31,NORTH,20,ROCK,149,CROP TOTALS,"22,262,000"
NEBRASKA,31,NORTH,20,THOMAS,171,CROP TOTALS,"2,027,000"
NEBRASKA,31,NORTH,20,WHEELER,183,CROP TOTALS,"20,934,000"
NEBRASKA,31,NORTHEAST,30,ANTELOPE,3,CROP TOTALS,"192,018,000"
NEBRASKA,31,NORTHEAST,30,BOONE,11,CROP TOTALS,"161,337,000"
NEBRASKA,31,NORTHEAST,30,BURT,21,CROP TOTALS,"145,280,000"
NEBRASKA,31,NORTHEAST,30,CEDAR,27,CROP TOTALS,"186,279,000"
NEBRASKA,31,NORTHEAST,30,CUMING,39,CROP TOTALS,"178,172,000"
NEBRASKA,31,NORTHEAST,30,DAKOTA,43,CROP TOTALS,"77,891,000"
NEBRASKA,31,NORTHEAST,30,DIXON,51,CROP TOTALS,"103,114,000"
NEBRASKA,31,NORTHEAST,30,KNOX,107,CROP TOTALS,"108,207,000"
NEBRASKA,31,NORTHEAST,30,MADISON,119,CROP TOTALS,"157,235,000"
NEBRASKA,31,NORTHEAST,30,PIERCE,139,CROP TOTALS,"124,628,000"
NEBRASKA,31,NORTHEAST,30,STANTON,167,CROP TOTALS,"94,566,000"
NEBRASKA,31,NORTHEAST,30,THURSTON,173,CROP TOTALS,"101,762,000"
NEBRASKA,31,NORTHEAST,30,WAYNE,179,CROP TOTALS,"129,086,000"
NEBRASKA,31,NORTHWEST,10,BANNER,7,CROP TOTALS,"20,802,000"
NEBRASKA,31,NORTHWEST,10,BOX BUTTE,13,CROP TOTALS,"107,840,000"
NEBRASKA,31,NORTHWEST,10,CHEYENNE,33,CROP TOTALS,"61,058,000"
NEBRASKA,31,NORTHWEST,10,DAWES,45,CROP TOTALS,"13,953,000"
NEBRASKA,31,NORTHWEST,10,DEUEL,49,CROP TOTALS,"35,283,000"
NEBRASKA,31,NORTHWEST,10,GARDEN,69,CROP TOTALS,"33,129,000"
NEBRASKA,31,NORTHWEST,10,KIMBALL,105,CROP TOTALS,"30,337,000"
NEBRASKA,31,NORTHWEST,10,MORRILL,123,CROP TOTALS,"80,390,000"
NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,CROP TOTALS,"98,804,000"
NEBRASKA,31,NORTHWEST,10,SHERIDAN,161,CROP TOTALS,"57,459,000"
NEBRASKA,31,NORTHWEST,10,SIOUX,165,CROP TOTALS,"17,619,000"
NEBRASKA,31,SOUTH,80,ADAMS,1,CROP TOTALS,"173,393,000"
NEBRASKA,31,SOUTH,80,FRANKLIN,61,CROP TOTALS,"90,656,000"
NEBRASKA,31,SOUTH,80,FURNAS,65,CROP TOTALS,"101,518,000"
NEBRASKA,31,SOUTH,80,GOSPER,73,CROP TOTALS,"73,339,000"
NEBRASKA,31,SOUTH,80,HARLAN,83,CROP TOTALS,"93,939,000"
NEBRASKA,31,SOUTH,80,KEARNEY,99,CROP TOTALS,"156,789,000"
NEBRASKA,31,SOUTH,80,PHELPS,137,CROP TOTALS,"172,225,000"
NEBRASKA,31,SOUTH,80,WEBSTER,181,CROP TOTALS,"77,466,000"
NEBRASKA,31,SOUTHEAST,90,CLAY,35,CROP TOTALS,"157,532,000"
NEBRASKA,31,SOUTHEAST,90,FILLMORE,59,CROP TOTALS,"180,495,000"
NEBRASKA,31,SOUTHEAST,90,GAGE,67,CROP TOTALS,"180,546,000"
NEBRASKA,31,SOUTHEAST,90,JEFFERSON,95,CROP TOTALS,"114,177,000"
NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,CROP TOTALS,"49,187,000"
NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,CROP TOTALS,"106,734,000"
NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,CROP TOTALS,"116,590,000"
NEBRASKA,31,SOUTHEAST,90,OTOE,131,CROP TOTALS,"145,447,000"
NEBRASKA,31,SOUTHEAST,90,PAWNEE,133,CROP TOTALS,"56,768,000"
NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,CROP TOTALS,"117,288,000"
NEBRASKA,31,SOUTHEAST,90,SALINE,151,CROP TOTALS,"144,714,000"
NEBRASKA,31,SOUTHEAST,90,THAYER,169,CROP TOTALS,"128,760,000"
NEBRASKA,31,SOUTHWEST,70,CHASE,29,CROP TOTALS,"152,454,000"
NEBRASKA,31,SOUTHWEST,70,DUNDY,57,CROP TOTALS,"61,119,000"
NEBRASKA,31,SOUTHWEST,70,FRONTIER,63,CROP TOTALS,"60,762,000"
NEBRASKA,31,SOUTHWEST,70,HAYES,85,CROP TOTALS,"59,864,000"
NEBRASKA,31,SOUTHWEST,70,HITCHCOCK,87,CROP TOTALS,"45,613,000"
NEBRASKA,31,SOUTHWEST,70,KEITH,101,CROP TOTALS,"78,469,000"
NEBRASKA,31,SOUTHWEST,70,LINCOLN,111,CROP TOTALS,"185,239,000"
NEBRASKA,31,SOUTHWEST,70,PERKINS,135,CROP TOTALS,"146,896,000"
NEBRASKA,31,SOUTHWEST,70,RED WILLOW,145,CROP TOTALS,"71,804,000"
NEVADA,32,NORTHEAST,30,ELKO,7,CROP TOTALS,"11,094,000"
NEVADA,32,NORTHEAST,30,EUREKA,11,CROP TOTALS,"29,611,000"
NEVADA,32,NORTHEAST,30,LANDER,15,CROP TOTALS,"21,369,000"
NEVADA,32,NORTHEAST,30,WHITE PINE,33,CROP TOTALS,"11,657,000"
NEVADA,32,NORTHWEST,10,CARSON CITY,510,CROP TOTALS, na
NEVADA,32,NORTHWEST,10,CHURCHILL,1,CROP TOTALS,"19,873,000"
NEVADA,32,NORTHWEST,10,DOUGLAS,5,CROP TOTALS,"6,023,000"
NEVADA,32,NORTHWEST,10,HUMBOLDT,13,CROP TOTALS,"75,242,000"
NEVADA,32,NORTHWEST,10,LYON,19,CROP TOTALS,"29,097,000"
NEVADA,32,NORTHWEST,10,PERSHING,27,CROP TOTALS,"19,720,000"
NEVADA,32,NORTHWEST,10,WASHOE,31,CROP TOTALS,"9,129,000"
NEVADA,32,SOUTH,80,CLARK,3,CROP TOTALS,"11,416,000"
NEVADA,32,SOUTH,80,ESMERALDA,9,CROP TOTALS,"11,500,000"
NEVADA,32,SOUTH,80,LINCOLN,17,CROP TOTALS,"12,880,000"
NEVADA,32,SOUTH,80,MINERAL,21,CROP TOTALS, na
NEVADA,32,SOUTH,80,NYE,23,CROP TOTALS,"5,192,000"
NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,CROP TOTALS,"4,320,000"
NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,CROP TOTALS,"3,741,000"
NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,CROP TOTALS,"6,927,000"
NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,CROP TOTALS,"5,335,000"
NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,CROP TOTALS,"7,087,000"
NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,CROP TOTALS,"14,489,000"
NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,CROP TOTALS,"36,550,000"
NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,CROP TOTALS,"16,250,000"
NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,CROP TOTALS,"6,459,000"
NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,CROP TOTALS,"6,643,000"
NEW JERSEY,34,CENTRAL,50,BURLINGTON,5,CROP TOTALS,"91,098,000"
NEW JERSEY,34,CENTRAL,50,MERCER,21,CROP TOTALS,"20,015,000"
NEW JERSEY,34,CENTRAL,50,MIDDLESEX,23,CROP TOTALS,"37,593,000"
NEW JERSEY,34,CENTRAL,50,MONMOUTH,25,CROP TOTALS,"67,389,000"
NEW JERSEY,34,CENTRAL,50,OCEAN,29,CROP TOTALS,"19,976,000"
NEW JERSEY,34,NORTH,20,BERGEN,3,CROP TOTALS,"4,972,000"
NEW JERSEY,34,NORTH,20,ESSEX,13,CROP TOTALS, na
NEW JERSEY,34,NORTH,20,HUDSON,17,CROP TOTALS, na
NEW JERSEY,34,NORTH,20,HUNTERDON,19,CROP TOTALS,"78,867,000"
NEW JERSEY,34,NORTH,20,MORRIS,27,CROP TOTALS,"23,117,000"
NEW JERSEY,34,NORTH,20,PASSAIC,31,CROP TOTALS,"2,720,000"
NEW JERSEY,34,NORTH,20,SOMERSET,35,CROP TOTALS,"14,382,000"
NEW JERSEY,34,NORTH,20,SUSSEX,37,CROP TOTALS,"10,831,000"
NEW JERSEY,34,NORTH,20,UNION,39,CROP TOTALS, na
NEW JERSEY,34,NORTH,20,WARREN,41,CROP TOTALS,"67,078,000"
NEW JERSEY,34,SOUTH,80,ATLANTIC,1,CROP TOTALS,"119,103,000"
NEW JERSEY,34,SOUTH,80,CAMDEN,7,CROP TOTALS,"22,809,000"
NEW JERSEY,34,SOUTH,80,CAPE MAY,9,CROP TOTALS,"8,771,000"
NEW JERSEY,34,SOUTH,80,CUMBERLAND,11,CROP TOTALS,"207,439,000"
NEW JERSEY,34,SOUTH,80,GLOUCESTER,15,CROP TOTALS,"94,853,000"
NEW JERSEY,34,SOUTH,80,SALEM,33,CROP TOTALS,"90,351,000"
NEW MEXICO,35,NORTHEAST,30,COLFAX,7,CROP TOTALS,"746,000"
NEW MEXICO,35,NORTHEAST,30,CURRY,9,CROP TOTALS,"31,525,000"
NEW MEXICO,35,NORTHEAST,30,DE BACA,11,CROP TOTALS,"5,486,000"
NEW MEXICO,35,NORTHEAST,30,GUADALUPE,19,CROP TOTALS,"304,000"
NEW MEXICO,35,NORTHEAST,30,HARDING,21,CROP TOTALS,"41,000"
NEW MEXICO,35,NORTHEAST,30,MORA,33,CROP TOTALS,"2,303,000"
NEW MEXICO,35,NORTHEAST,30,QUAY,37,CROP TOTALS,"6,392,000"
NEW MEXICO,35,NORTHEAST,30,ROOSEVELT,41,CROP TOTALS,"30,125,000"
NEW MEXICO,35,NORTHEAST,30,SAN MIGUEL,47,CROP TOTALS,"714,000"
NEW MEXICO,35,NORTHEAST,30,TORRANCE,57,CROP TOTALS,"11,354,000"
NEW MEXICO,35,NORTHEAST,30,UNION,59,CROP TOTALS,"8,121,000"
NEW MEXICO,35,NORTHWEST,10,BERNALILLO,1,CROP TOTALS,"4,825,000"
NEW MEXICO,35,NORTHWEST,10,CIBOLA,6,CROP TOTALS,"189,000"
NEW MEXICO,35,NORTHWEST,10,MCKINLEY,31,CROP TOTALS,"636,000"
NEW MEXICO,35,NORTHWEST,10,RIO ARRIBA,39,CROP TOTALS,"5,226,000"
NEW MEXICO,35,NORTHWEST,10,SAN JUAN,45,CROP TOTALS,"67,795,000"
NEW MEXICO,35,NORTHWEST,10,SANDOVAL,43,CROP TOTALS,"7,898,000"
NEW MEXICO,35,NORTHWEST,10,SANTA FE,49,CROP TOTALS,"13,858,000"
NEW MEXICO,35,NORTHWEST,10,TAOS,55,CROP TOTALS,"4,201,000"
NEW MEXICO,35,NORTHWEST,10,VALENCIA,61,CROP TOTALS,"4,729,000"
NEW MEXICO,35,SOUTHEAST,90,CHAVES,5,CROP TOTALS,"42,991,000"
NEW MEXICO,35,SOUTHEAST,90,DONA ANA,13,CROP TOTALS,"228,899,000"
NEW MEXICO,35,SOUTHEAST,90,EDDY,15,CROP TOTALS,"48,181,000"
NEW MEXICO,35,SOUTHEAST,90,LEA,25,CROP TOTALS,"33,241,000"
NEW MEXICO,35,SOUTHEAST,90,LINCOLN,27,CROP TOTALS,"399,000"
NEW MEXICO,35,SOUTHEAST,90,OTERO,35,CROP TOTALS,"9,408,000"
NEW MEXICO,35,SOUTHWEST,70,CATRON,3,CROP TOTALS,"134,000"
NEW MEXICO,35,SOUTHWEST,70,GRANT,17,CROP TOTALS,"618,000"
NEW MEXICO,35,SOUTHWEST,70,HIDALGO,23,CROP TOTALS,"12,956,000"
NEW MEXICO,35,SOUTHWEST,70,LUNA,29,CROP TOTALS,"48,403,000"
NEW MEXICO,35,SOUTHWEST,70,SIERRA,51,CROP TOTALS,"9,826,000"
NEW MEXICO,35,SOUTHWEST,70,SOCORRO,53,CROP TOTALS,"9,212,000"
NEW YORK,36,CENTRAL,50,CAYUGA,11,CROP TOTALS,"69,912,000"
NEW YORK,36,CENTRAL,50,CHENANGO,17,CROP TOTALS,"17,863,000"
NEW YORK,36,CENTRAL,50,CORTLAND,23,CROP TOTALS,"13,688,000"
NEW YORK,36,CENTRAL,50,HERKIMER,43,CROP TOTALS,"13,544,000"
NEW YORK,36,CENTRAL,50,MADISON,53,CROP TOTALS,"28,115,000"
NEW YORK,36,CENTRAL,50,ONEIDA,65,CROP TOTALS,"29,941,000"
NEW YORK,36,CENTRAL,50,ONONDAGA,67,CROP TOTALS,"39,678,000"
NEW YORK,36,CENTRAL,50,OSWEGO,75,CROP TOTALS,"20,901,000"
NEW YORK,36,CENTRAL,50,OTSEGO,77,CROP TOTALS,"19,405,000"
NEW YORK,36,EASTERN,60,ALBANY,1,CROP TOTALS,"36,276,000"
NEW YORK,36,EASTERN,60,FULTON,35,CROP TOTALS,"4,338,000"
NEW YORK,36,EASTERN,60,MONTGOMERY,57,CROP TOTALS,"17,874,000"
NEW YORK,36,EASTERN,60,RENSSELAER,83,CROP TOTALS,"24,295,000"
NEW YORK,36,EASTERN,60,SARATOGA,91,CROP TOTALS,"19,030,000"
NEW YORK,36,EASTERN,60,SCHENECTADY,93,CROP TOTALS,"3,510,000"
NEW YORK,36,EASTERN,60,SCHOHARIE,95,CROP TOTALS,"20,108,000"
NEW YORK,36,EASTERN,60,WASHINGTON,115,CROP TOTALS,"24,501,000"
NEW YORK,36,LONG ISLAND,91,KINGS,47,CROP TOTALS, na
NEW YORK,36,LONG ISLAND,91,NASSAU,59,CROP TOTALS, na
NEW YORK,36,LONG ISLAND,91,NEW YORK,61,CROP TOTALS,"45,000"
NEW YORK,36,LONG ISLAND,91,QUEENS,81,CROP TOTALS,"58,000"
NEW YORK,36,LONG ISLAND,91,RICHMOND,85,CROP TOTALS, na
NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,CROP TOTALS,"204,013,000"
NEW YORK,36,NORTHEAST,30,CLINTON,19,CROP TOTALS,"44,559,000"
NEW YORK,36,NORTHEAST,30,ESSEX,31,CROP TOTALS,"6,774,000"
NEW YORK,36,NORTHEAST,30,FRANKLIN,33,CROP TOTALS,"16,077,000"
NEW YORK,36,NORTHEAST,30,HAMILTON,41,CROP TOTALS, na
NEW YORK,36,NORTHEAST,30,WARREN,113,CROP TOTALS, na
NEW YORK,36,NORTHERN,20,JEFFERSON,45,CROP TOTALS,"35,729,000"
NEW YORK,36,NORTHERN,20,LEWIS,49,CROP TOTALS,"21,120,000"
NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,CROP TOTALS,"33,709,000"
NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,CROP TOTALS,"49,390,000"
NEW YORK,36,SOUTHEAST,90,DELAWARE,25,CROP TOTALS,"13,291,000"
NEW YORK,36,SOUTHEAST,90,DUTCHESS,27,CROP TOTALS,"28,449,000"
NEW YORK,36,SOUTHEAST,90,GREENE,39,CROP TOTALS,"9,222,000"
NEW YORK,36,SOUTHEAST,90,ORANGE,71,CROP TOTALS,"66,539,000"
NEW YORK,36,SOUTHEAST,90,PUTNAM,79,CROP TOTALS,"2,866,000"
NEW YORK,36,SOUTHEAST,90,ROCKLAND,87,CROP TOTALS,"2,056,000"
NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,CROP TOTALS,"5,593,000"
NEW YORK,36,SOUTHEAST,90,ULSTER,111,CROP TOTALS,"48,002,000"
NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,CROP TOTALS,"5,052,000"
NEW YORK,36,SOUTHERN,80,BROOME,7,CROP TOTALS,"10,396,000"
NEW YORK,36,SOUTHERN,80,CHEMUNG,15,CROP TOTALS,"9,615,000"
NEW YORK,36,SOUTHERN,80,SCHUYLER,97,CROP TOTALS,"15,154,000"
NEW YORK,36,SOUTHERN,80,TIOGA,107,CROP TOTALS,"12,205,000"
NEW YORK,36,SOUTHERN,80,TOMPKINS,109,CROP TOTALS,"15,932,000"
NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,CROP TOTALS,"25,711,000"
NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,CROP TOTALS,"19,887,000"
NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,CROP TOTALS,"73,257,000"
NEW YORK,36,SOUTHWEST,70,STEUBEN,101,CROP TOTALS,"69,620,000"
NEW YORK,36,WESTERN,40,ERIE,29,CROP TOTALS,"61,966,000"
NEW YORK,36,WESTERN,40,GENESEE,37,CROP TOTALS,"80,701,000"
NEW YORK,36,WESTERN,40,LIVINGSTON,51,CROP TOTALS,"55,238,000"
NEW YORK,36,WESTERN,40,MONROE,55,CROP TOTALS,"66,638,000"
NEW YORK,36,WESTERN,40,NIAGARA,63,CROP TOTALS,"75,458,000"
NEW YORK,36,WESTERN,40,ONTARIO,69,CROP TOTALS,"63,250,000"
NEW YORK,36,WESTERN,40,ORLEANS,73,CROP TOTALS,"133,165,000"
NEW YORK,36,WESTERN,40,SENECA,99,CROP TOTALS,"47,126,000"
NEW YORK,36,WESTERN,40,WAYNE,117,CROP TOTALS,"155,475,000"
NEW YORK,36,WESTERN,40,WYOMING,121,CROP TOTALS,"64,892,000"
NEW YORK,36,WESTERN,40,YATES,123,CROP TOTALS,"47,247,000"
NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,13,CROP TOTALS,"73,263,000"
NORTH CAROLINA,37,CENTRAL COASTAL,80,CARTERET,31,CROP TOTALS,"23,283,000"
NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,49,CROP TOTALS,"36,777,000"
NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,79,CROP TOTALS,"70,014,000"
NORTH CAROLINA,37,CENTRAL COASTAL,80,HYDE,95,CROP TOTALS, na
NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,CROP TOTALS,"147,195,000"
NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103,CROP TOTALS,"29,564,000"
NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,CROP TOTALS,"73,236,000"
NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137,CROP TOTALS,"22,973,000"
NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,CROP TOTALS,"100,859,000"
NORTH CAROLINA,37,CENTRAL COASTAL,80,WAYNE,191,CROP TOTALS,"106,981,000"
NORTH CAROLINA,37,CENTRAL COASTAL,80,WILSON,195,CROP TOTALS,"162,671,000"
